graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,198,113,0,True,False,False
0,113,198,0,True,False,False
0,113,126,0,True,False,False
0,126,113,0,True,False,False
0,172,113,0,True,False,False
0,113,172,0,True,False,False
0,124,13,0,True,False,False
0,13,124,0,True,False,False
0,188,70,0,True,False,False
0,70,188,0,True,False,False
0,188,60,0,True,False,False
0,60,188,0,True,False,False
0,188,147,0,True,False,False
0,147,188,0,True,False,False
0,180,188,0,True,False,False
0,188,180,0,True,False,False
0,92,146,0,True,False,False
0,146,92,0,True,False,False
0,145,65,0,True,False,False
0,65,145,0,True,False,False
0,65,132,0,True,False,False
0,132,65,0,True,False,False
0,65,221,0,True,False,False
0,221,65,0,True,False,False
0,89,215,0,True,False,False
0,215,89,0,True,False,False
0,124,89,0,True,False,False
0,89,124,0,True,False,False
0,221,32,0,True,False,False
0,32,221,0,True,False,False
0,221,147,0,True,False,False
0,147,221,0,True,False,False
0,180,221,0,True,False,False
0,221,180,0,True,False,False
0,132,173,0,True,False,False
0,173,132,0,True,False,False
0,172,123,0,True,False,False
0,123,172,0,True,False,False
0,146,198,0,True,False,False
0,198,146,0,True,False,False
0,198,180,0,True,False,False
0,180,198,0,True,False,False
0,123,126,0,True,False,False
0,126,123,0,True,False,False
0,123,40,0,True,False,False
0,40,123,0,True,False,False
0,15,12,0,True,False,False
0,12,15,0,True,False,False
0,15,140,0,True,False,False
0,140,15,0,True,False,False
0,106,15,0,True,False,False
0,15,106,0,True,False,False
0,15,58,0,True,False,False
0,58,15,0,True,False,False
0,15,139,0,True,False,False
0,139,15,0,True,False,False
0,15,207,0,True,False,False
0,207,15,0,True,False,False
0,144,101,0,True,False,False
0,101,144,0,True,False,False
0,126,144,0,True,False,False
0,144,126,0,True,False,False
0,144,45,0,True,False,False
0,45,144,0,True,False,False
0,40,144,0,True,False,False
0,144,40,0,True,False,False
0,170,72,0,True,False,False
0,72,170,0,True,False,False
0,170,24,0,True,False,False
0,24,170,0,True,False,False
0,170,112,0,True,False,False
0,112,170,0,True,False,False
0,76,149,0,True,False,False
0,149,76,0,True,False,False
0,32,76,0,True,False,False
0,76,32,0,True,False,False
0,106,76,0,True,False,False
0,76,106,0,True,False,False
0,76,111,0,True,False,False
0,111,76,0,True,False,False
0,115,76,0,True,False,False
0,76,115,0,True,False,False
0,147,76,0,True,False,False
0,76,147,0,True,False,False
0,72,149,0,True,False,False
0,149,72,0,True,False,False
0,149,63,0,True,False,False
0,63,149,0,True,False,False
0,149,214,0,True,False,False
0,214,149,0,True,False,False
0,106,149,0,True,False,False
0,149,106,0,True,False,False
0,112,149,0,True,False,False
0,149,112,0,True,False,False
0,219,81,0,True,False,False
0,81,219,0,True,False,False
0,219,51,0,True,False,False
0,51,219,0,True,False,False
0,106,219,0,True,False,False
0,219,106,0,True,False,False
0,219,164,0,True,False,False
0,164,219,0,True,False,False
0,219,167,0,True,False,False
0,167,219,0,True,False,False
0,219,22,0,True,False,False
0,22,219,0,True,False,False
0,219,139,0,True,False,False
0,139,219,0,True,False,False
0,128,190,0,True,False,False
0,190,128,0,True,False,False
0,128,205,0,True,False,False
0,205,128,0,True,False,False
0,128,19,0,True,False,False
0,19,128,0,True,False,False
0,128,54,0,True,False,False
0,54,128,0,True,False,False
0,106,128,0,True,False,False
0,128,106,0,True,False,False
0,128,53,0,True,False,False
0,53,128,0,True,False,False
0,158,73,0,True,False,False
0,73,158,0,True,False,False
0,158,176,0,True,False,False
0,176,158,0,True,False,False
0,106,158,0,True,False,False
0,158,106,0,True,False,False
0,158,50,0,True,False,False
0,50,158,0,True,False,False
0,158,139,0,True,False,False
0,139,158,0,True,False,False
0,48,12,0,True,False,False
0,12,48,0,True,False,False
0,48,11,0,True,False,False
0,11,48,0,True,False,False
0,48,168,0,True,False,False
0,168,48,0,True,False,False
0,176,48,0,True,False,False
0,48,176,0,True,False,False
0,106,48,0,True,False,False
0,48,106,0,True,False,False
0,48,56,0,True,False,False
0,56,48,0,True,False,False
0,48,139,0,True,False,False
0,139,48,0,True,False,False
0,176,73,0,True,False,False
0,73,176,0,True,False,False
0,176,168,0,True,False,False
0,168,176,0,True,False,False
0,176,94,0,True,False,False
0,94,176,0,True,False,False
0,106,176,0,True,False,False
0,176,106,0,True,False,False
0,176,139,0,True,False,False
0,139,176,0,True,False,False
0,12,129,0,True,False,False
0,129,12,0,True,False,False
0,106,12,0,True,False,False
0,12,106,0,True,False,False
0,12,31,0,True,False,False
0,31,12,0,True,False,False
0,12,56,0,True,False,False
0,56,12,0,True,False,False
0,12,139,0,True,False,False
0,139,12,0,True,False,False
0,24,218,0,True,False,False
0,218,24,0,True,False,False
0,125,24,0,True,False,False
0,24,125,0,True,False,False
0,24,217,0,True,False,False
0,217,24,0,True,False,False
0,24,82,0,True,False,False
0,82,24,0,True,False,False
0,139,120,0,True,False,False
0,120,139,0,True,False,False
0,139,73,0,True,False,False
0,73,139,0,True,False,False
0,184,139,0,True,False,False
0,139,184,0,True,False,False
0,139,168,0,True,False,False
0,168,139,0,True,False,False
0,139,91,0,True,False,False
0,91,139,0,True,False,False
0,139,206,0,True,False,False
0,206,139,0,True,False,False
0,139,156,0,True,False,False
0,156,139,0,True,False,False
0,139,97,0,True,False,False
0,97,139,0,True,False,False
0,139,6,0,True,False,False
0,6,139,0,True,False,False
0,139,127,0,True,False,False
0,127,139,0,True,False,False
0,139,129,0,True,False,False
0,129,139,0,True,False,False
0,139,20,0,True,False,False
0,20,139,0,True,False,False
0,139,216,0,True,False,False
0,216,139,0,True,False,False
0,139,36,0,True,False,False
0,36,139,0,True,False,False
0,51,139,0,True,False,False
0,139,51,0,True,False,False
0,106,139,0,True,False,False
0,139,106,0,True,False,False
0,139,164,0,True,False,False
0,164,139,0,True,False,False
0,139,189,0,True,False,False
0,189,139,0,True,False,False
0,139,68,0,True,False,False
0,68,139,0,True,False,False
0,139,58,0,True,False,False
0,58,139,0,True,False,False
0,139,86,0,True,False,False
0,86,139,0,True,False,False
0,139,14,0,True,False,False
0,14,139,0,True,False,False
0,167,139,0,True,False,False
0,139,167,0,True,False,False
0,139,56,0,True,False,False
0,56,139,0,True,False,False
0,139,9,0,True,False,False
0,9,139,0,True,False,False
0,139,22,0,True,False,False
0,22,139,0,True,False,False
0,173,139,0,True,False,False
0,139,173,0,True,False,False
0,139,18,0,True,False,False
0,18,139,0,True,False,False
0,139,52,0,True,False,False
0,52,139,0,True,False,False
0,139,62,0,True,False,False
0,62,139,0,True,False,False
0,139,207,0,True,False,False
0,207,139,0,True,False,False
0,139,46,0,True,False,False
0,46,139,0,True,False,False
0,117,21,0,True,False,False
0,21,117,0,True,False,False
0,117,5,0,True,False,False
0,5,117,0,True,False,False
0,117,23,0,True,False,False
0,23,117,0,True,False,False
0,117,63,0,True,False,False
0,63,117,0,True,False,False
0,214,117,0,True,False,False
0,117,214,0,True,False,False
0,106,117,0,True,False,False
0,117,106,0,True,False,False
0,205,160,0,True,False,False
0,160,205,0,True,False,False
0,205,161,0,True,False,False
0,161,205,0,True,False,False
0,106,205,0,True,False,False
0,205,106,0,True,False,False
0,205,199,0,True,False,False
0,199,205,0,True,False,False
0,205,61,0,True,False,False
0,61,205,0,True,False,False
0,34,26,0,True,False,False
0,26,34,0,True,False,False
0,34,210,0,True,False,False
0,210,34,0,True,False,False
0,25,26,0,True,False,False
0,26,25,0,True,False,False
0,215,25,0,True,False,False
0,25,215,0,True,False,False
0,25,163,0,True,False,False
0,163,25,0,True,False,False
0,25,166,0,True,False,False
0,166,25,0,True,False,False
0,125,101,0,True,False,False
0,101,125,0,True,False,False
0,125,108,0,True,False,False
0,108,125,0,True,False,False
0,40,125,0,True,False,False
0,125,40,0,True,False,False
0,70,112,0,True,False,False
0,112,70,0,True,False,False
0,112,81,0,True,False,False
0,81,112,0,True,False,False
0,112,82,0,True,False,False
0,82,112,0,True,False,False
0,147,112,0,True,False,False
0,112,147,0,True,False,False
0,30,210,0,True,False,False
0,210,30,0,True,False,False
0,30,166,0,True,False,False
0,166,30,0,True,False,False
0,30,98,0,True,False,False
0,98,30,0,True,False,False
0,115,72,0,True,False,False
0,72,115,0,True,False,False
0,115,98,0,True,False,False
0,98,115,0,True,False,False
0,184,120,0,True,False,False
0,120,184,0,True,False,False
0,184,51,0,True,False,False
0,51,184,0,True,False,False
0,106,184,0,True,False,False
0,184,106,0,True,False,False
0,173,184,0,True,False,False
0,184,173,0,True,False,False
0,184,52,0,True,False,False
0,52,184,0,True,False,False
0,32,210,0,True,False,False
0,210,32,0,True,False,False
0,210,137,0,True,False,False
0,137,210,0,True,False,False
0,210,111,0,True,False,False
0,111,210,0,True,False,False
0,215,131,0,True,False,False
0,131,215,0,True,False,False
0,215,197,0,True,False,False
0,197,215,0,True,False,False
0,98,69,0,True,False,False
0,69,98,0,True,False,False
0,98,111,0,True,False,False
0,111,98,0,True,False,False
0,98,182,0,True,False,False
0,182,98,0,True,False,False
0,38,102,0,True,False,False
0,102,38,0,True,False,False
0,38,108,0,True,False,False
0,108,38,0,True,False,False
0,38,45,0,True,False,False
0,45,38,0,True,False,False
0,40,38,0,True,False,False
0,38,40,0,True,False,False
0,26,137,0,True,False,False
0,137,26,0,True,False,False
0,26,114,0,True,False,False
0,114,26,0,True,False,False
0,197,26,0,True,False,False
0,26,197,0,True,False,False
0,126,70,0,True,False,False
0,70,126,0,True,False,False
0,106,161,0,True,False,False
0,161,106,0,True,False,False
0,106,23,0,True,False,False
0,23,106,0,True,False,False
0,106,54,0,True,False,False
0,54,106,0,True,False,False
0,32,106,0,True,False,False
0,106,32,0,True,False,False
0,106,214,0,True,False,False
0,214,106,0,True,False,False
0,106,51,0,True,False,False
0,51,106,0,True,False,False
0,106,167,0,True,False,False
0,167,106,0,True,False,False
0,106,114,0,True,False,False
0,114,106,0,True,False,False
0,106,173,0,True,False,False
0,173,106,0,True,False,False
0,106,18,0,True,False,False
0,18,106,0,True,False,False
0,106,207,0,True,False,False
0,207,106,0,True,False,False
0,197,67,0,True,False,False
0,67,197,0,True,False,False
0,60,51,0,True,False,False
0,51,60,0,True,False,False
0,72,217,0,True,False,False
0,217,72,0,True,False,False
0,72,182,0,True,False,False
0,182,72,0,True,False,False
0,51,22,0,True,False,False
0,22,51,0,True,False,False
0,51,52,0,True,False,False
0,52,51,0,True,False,False
0,70,101,0,True,False,False
0,101,70,0,True,False,False
0,131,67,0,True,False,False
0,67,131,0,True,False,False
0,131,163,0,True,False,False
0,163,131,0,True,False,False
0,131,187,0,True,False,False
0,187,131,0,True,False,False
0,166,16,0,True,False,False
0,16,166,0,True,False,False
0,166,69,0,True,False,False
0,69,166,0,True,False,False
0,166,137,0,True,False,False
0,137,166,0,True,False,False
0,173,120,0,True,False,False
0,120,173,0,True,False,False
0,214,54,0,True,False,False
0,54,214,0,True,False,False
0,214,111,0,True,False,False
0,111,214,0,True,False,False
0,214,182,0,True,False,False
0,182,214,0,True,False,False
0,54,23,0,True,False,False
0,23,54,0,True,False,False
0,54,41,0,True,False,False
0,41,54,0,True,False,False
0,54,61,0,True,False,False
0,61,54,0,True,False,False
0,167,222,0,True,False,False
0,222,167,0,True,False,False
0,167,127,0,True,False,False
0,127,167,0,True,False,False
0,167,18,0,True,False,False
0,18,167,0,True,False,False
0,69,61,0,True,False,False
0,61,69,0,True,False,False
0,137,61,0,True,False,False
0,61,137,0,True,False,False
0,111,61,0,True,False,False
0,61,111,0,True,False,False
0,140,209,0,True,False,False
0,209,140,0,True,False,False
0,114,161,0,True,False,False
0,161,114,0,True,False,False
0,114,67,0,True,False,False
0,67,114,0,True,False,False
0,114,17,0,True,False,False
0,17,114,0,True,False,False
0,114,163,0,True,False,False
0,163,114,0,True,False,False
0,23,190,0,True,False,False
0,190,23,0,True,False,False
0,23,42,0,True,False,False
0,42,23,0,True,False,False
0,23,148,0,True,False,False
0,148,23,0,True,False,False
0,18,206,0,True,False,False
0,206,18,0,True,False,False
0,18,66,0,True,False,False
0,66,18,0,True,False,False
0,207,18,0,True,False,False
0,18,207,0,True,False,False
0,19,41,0,True,False,False
0,41,19,0,True,False,False
0,19,136,0,True,False,False
0,136,19,0,True,False,False
0,19,199,0,True,False,False
0,199,19,0,True,False,False
0,19,96,0,True,False,False
0,96,19,0,True,False,False
0,168,56,0,True,False,False
0,56,168,0,True,False,False
0,56,129,0,True,False,False
0,129,56,0,True,False,False
0,56,86,0,True,False,False
0,86,56,0,True,False,False
0,56,9,0,True,False,False
0,9,56,0,True,False,False
0,67,100,0,True,False,False
0,100,67,0,True,False,False
0,190,105,0,True,False,False
0,105,190,0,True,False,False
0,190,209,0,True,False,False
0,209,190,0,True,False,False
0,190,136,0,True,False,False
0,136,190,0,True,False,False
0,217,21,0,True,False,False
0,21,217,0,True,False,False
0,217,71,0,True,False,False
0,71,217,0,True,False,False
0,217,63,0,True,False,False
0,63,217,0,True,False,False
0,161,16,0,True,False,False
0,16,161,0,True,False,False
0,163,16,0,True,False,False
0,16,163,0,True,False,False
0,16,199,0,True,False,False
0,199,16,0,True,False,False
0,16,39,0,True,False,False
0,39,16,0,True,False,False
0,161,137,0,True,False,False
0,137,161,0,True,False,False
0,207,156,0,True,False,False
0,156,207,0,True,False,False
0,207,44,0,True,False,False
0,44,207,0,True,False,False
0,161,4,0,True,False,False
0,4,161,0,True,False,False
0,163,10,0,True,False,False
0,10,163,0,True,False,False
0,187,203,0,True,False,False
0,203,187,0,True,False,False
0,187,100,0,True,False,False
0,100,187,0,True,False,False
0,187,10,0,True,False,False
0,10,187,0,True,False,False
0,69,41,0,True,False,False
0,41,69,0,True,False,False
0,69,199,0,True,False,False
0,199,69,0,True,False,False
0,182,21,0,True,False,False
0,21,182,0,True,False,False
0,182,41,0,True,False,False
0,41,182,0,True,False,False
0,102,223,0,True,False,False
0,223,102,0,True,False,False
0,102,208,0,True,False,False
0,208,102,0,True,False,False
0,127,206,0,True,False,False
0,206,127,0,True,False,False
0,127,216,0,True,False,False
0,216,127,0,True,False,False
0,164,127,0,True,False,False
0,127,164,0,True,False,False
0,53,160,0,True,False,False
0,160,53,0,True,False,False
0,53,105,0,True,False,False
0,105,53,0,True,False,False
0,53,31,0,True,False,False
0,31,53,0,True,False,False
0,53,179,0,True,False,False
0,179,53,0,True,False,False
0,53,96,0,True,False,False
0,96,53,0,True,False,False
0,120,52,0,True,False,False
0,52,120,0,True,False,False
0,52,97,0,True,False,False
0,97,52,0,True,False,False
0,52,22,0,True,False,False
0,22,52,0,True,False,False
0,52,62,0,True,False,False
0,62,52,0,True,False,False
0,41,148,0,True,False,False
0,148,41,0,True,False,False
0,222,37,0,True,False,False
0,37,222,0,True,False,False
0,58,91,0,True,False,False
0,91,58,0,True,False,False
0,58,156,0,True,False,False
0,156,58,0,True,False,False
0,58,129,0,True,False,False
0,129,58,0,True,False,False
0,50,17,0,True,False,False
0,17,50,0,True,False,False
0,63,37,0,True,False,False
0,37,63,0,True,False,False
0,82,63,0,True,False,False
0,63,82,0,True,False,False
0,164,22,0,True,False,False
0,22,164,0,True,False,False
0,22,14,0,True,False,False
0,14,22,0,True,False,False
0,22,62,0,True,False,False
0,62,22,0,True,False,False
0,73,168,0,True,False,False
0,168,73,0,True,False,False
0,168,189,0,True,False,False
0,189,168,0,True,False,False
0,168,9,0,True,False,False
0,9,168,0,True,False,False
0,73,189,0,True,False,False
0,189,73,0,True,False,False
0,73,46,0,True,False,False
0,46,73,0,True,False,False
0,94,192,0,True,False,False
0,192,94,0,True,False,False
0,108,218,0,True,False,False
0,218,108,0,True,False,False
0,108,208,0,True,False,False
0,208,108,0,True,False,False
0,108,154,0,True,False,False
0,154,108,0,True,False,False
0,45,223,0,True,False,False
0,223,45,0,True,False,False
0,45,154,0,True,False,False
0,154,45,0,True,False,False
0,101,82,0,True,False,False
0,82,101,0,True,False,False
0,82,150,0,True,False,False
0,150,82,0,True,False,False
0,218,71,0,True,False,False
0,71,218,0,True,False,False
0,218,85,0,True,False,False
0,85,218,0,True,False,False
0,218,150,0,True,False,False
0,150,218,0,True,False,False
0,101,154,0,True,False,False
0,154,101,0,True,False,False
0,164,14,0,True,False,False
0,14,164,0,True,False,False
0,120,97,0,True,False,False
0,97,120,0,True,False,False
0,120,68,0,True,False,False
0,68,120,0,True,False,False
0,11,157,0,True,False,False
0,157,11,0,True,False,False
0,42,44,0,True,False,False
0,44,42,0,True,False,False
0,10,141,0,True,False,False
0,141,10,0,True,False,False
0,17,10,0,True,False,False
0,10,17,0,True,False,False
0,10,39,0,True,False,False
0,39,10,0,True,False,False
0,17,100,0,True,False,False
0,100,17,0,True,False,False
0,100,201,0,True,False,False
0,201,100,0,True,False,False
0,91,6,0,True,False,False
0,6,91,0,True,False,False
0,97,6,0,True,False,False
0,6,97,0,True,False,False
0,6,20,0,True,False,False
0,20,6,0,True,False,False
0,216,6,0,True,False,False
0,6,216,0,True,False,False
0,6,153,0,True,False,False
0,153,6,0,True,False,False
0,6,36,0,True,False,False
0,36,6,0,True,False,False
0,6,189,0,True,False,False
0,189,6,0,True,False,False
0,68,6,0,True,False,False
0,6,68,0,True,False,False
0,6,86,0,True,False,False
0,86,6,0,True,False,False
0,14,6,0,True,False,False
0,6,14,0,True,False,False
0,6,9,0,True,False,False
0,9,6,0,True,False,False
0,62,6,0,True,False,False
0,6,62,0,True,False,False
0,6,46,0,True,False,False
0,46,6,0,True,False,False
0,91,36,0,True,False,False
0,36,91,0,True,False,False
0,156,36,0,True,False,False
0,36,156,0,True,False,False
0,20,36,0,True,False,False
0,36,20,0,True,False,False
0,36,153,0,True,False,False
0,153,36,0,True,False,False
0,36,194,0,True,False,False
0,194,36,0,True,False,False
0,39,116,0,True,False,False
0,116,39,0,True,False,False
0,39,193,0,True,False,False
0,193,39,0,True,False,False
0,4,39,0,True,False,False
0,39,4,0,True,False,False
0,216,20,0,True,False,False
0,20,216,0,True,False,False
0,216,153,0,True,False,False
0,153,216,0,True,False,False
0,216,29,0,True,False,False
0,29,216,0,True,False,False
0,14,216,0,True,False,False
0,216,14,0,True,False,False
0,9,152,0,True,False,False
0,152,9,0,True,False,False
0,9,153,0,True,False,False
0,153,9,0,True,False,False
0,9,189,0,True,False,False
0,189,9,0,True,False,False
0,9,78,0,True,False,False
0,78,9,0,True,False,False
0,86,9,0,True,False,False
0,9,86,0,True,False,False
0,150,37,0,True,False,False
0,37,150,0,True,False,False
0,150,177,0,True,False,False
0,177,150,0,True,False,False
0,154,150,0,True,False,False
0,150,154,0,True,False,False
0,46,153,0,True,False,False
0,153,46,0,True,False,False
0,189,46,0,True,False,False
0,46,189,0,True,False,False
0,46,27,0,True,False,False
0,27,46,0,True,False,False
0,97,153,0,True,False,False
0,153,97,0,True,False,False
0,97,185,0,True,False,False
0,185,97,0,True,False,False
0,97,196,0,True,False,False
0,196,97,0,True,False,False
0,68,97,0,True,False,False
0,97,68,0,True,False,False
0,97,62,0,True,False,False
0,62,97,0,True,False,False
0,96,0,0,True,False,False
0,0,96,0,True,False,False
0,96,116,0,True,False,False
0,116,96,0,True,False,False
0,96,47,0,True,False,False
0,47,96,0,True,False,False
0,206,20,0,True,False,False
0,20,206,0,True,False,False
0,20,153,0,True,False,False
0,153,20,0,True,False,False
0,20,175,0,True,False,False
0,175,20,0,True,False,False
0,154,181,0,True,False,False
0,181,154,0,True,False,False
0,208,85,0,True,False,False
0,85,208,0,True,False,False
0,85,95,0,True,False,False
0,95,85,0,True,False,False
0,85,177,0,True,False,False
0,177,85,0,True,False,False
0,206,156,0,True,False,False
0,156,206,0,True,False,False
0,42,209,0,True,False,False
0,209,42,0,True,False,False
0,5,42,0,True,False,False
0,42,5,0,True,False,False
0,42,93,0,True,False,False
0,93,42,0,True,False,False
0,42,80,0,True,False,False
0,80,42,0,True,False,False
0,14,183,0,True,False,False
0,183,14,0,True,False,False
0,14,153,0,True,False,False
0,153,14,0,True,False,False
0,14,195,0,True,False,False
0,195,14,0,True,False,False
0,14,62,0,True,False,False
0,62,14,0,True,False,False
0,91,86,0,True,False,False
0,86,91,0,True,False,False
0,129,86,0,True,False,False
0,86,129,0,True,False,False
0,86,153,0,True,False,False
0,153,86,0,True,False,False
0,86,87,0,True,False,False
0,87,86,0,True,False,False
0,86,78,0,True,False,False
0,78,86,0,True,False,False
0,5,110,0,True,False,False
0,110,5,0,True,False,False
0,5,211,0,True,False,False
0,211,5,0,True,False,False
0,5,37,0,True,False,False
0,37,5,0,True,False,False
0,5,66,0,True,False,False
0,66,5,0,True,False,False
0,199,116,0,True,False,False
0,116,199,0,True,False,False
0,160,4,0,True,False,False
0,4,160,0,True,False,False
0,17,4,0,True,False,False
0,4,17,0,True,False,False
0,4,192,0,True,False,False
0,192,4,0,True,False,False
0,68,153,0,True,False,False
0,153,68,0,True,False,False
0,68,196,0,True,False,False
0,196,68,0,True,False,False
0,91,213,0,True,False,False
0,213,91,0,True,False,False
0,91,153,0,True,False,False
0,153,91,0,True,False,False
0,189,152,0,True,False,False
0,152,189,0,True,False,False
0,189,153,0,True,False,False
0,153,189,0,True,False,False
0,189,27,0,True,False,False
0,27,189,0,True,False,False
0,21,110,0,True,False,False
0,110,21,0,True,False,False
0,21,148,0,True,False,False
0,148,21,0,True,False,False
0,160,116,0,True,False,False
0,116,160,0,True,False,False
0,160,157,0,True,False,False
0,157,160,0,True,False,False
0,148,93,0,True,False,False
0,93,148,0,True,False,False
0,148,136,0,True,False,False
0,136,148,0,True,False,False
0,203,141,0,True,False,False
0,141,203,0,True,False,False
0,203,201,0,True,False,False
0,201,203,0,True,False,False
0,203,142,0,True,False,False
0,142,203,0,True,False,False
0,208,181,0,True,False,False
0,181,208,0,True,False,False
0,62,183,0,True,False,False
0,183,62,0,True,False,False
0,62,153,0,True,False,False
0,153,62,0,True,False,False
0,62,185,0,True,False,False
0,185,62,0,True,False,False
0,223,181,0,True,False,False
0,181,223,0,True,False,False
0,71,110,0,True,False,False
0,110,71,0,True,False,False
0,71,37,0,True,False,False
0,37,71,0,True,False,False
0,71,95,0,True,False,False
0,95,71,0,True,False,False
0,17,165,0,True,False,False
0,165,17,0,True,False,False
0,37,1,0,True,False,False
0,1,37,0,True,False,False
0,142,99,0,True,False,False
0,99,142,0,True,False,False
0,142,138,0,True,False,False
0,138,142,0,True,False,False
0,153,152,0,False,True,False
0,152,153,0,False,True,False
0,78,152,0,False,True,False
0,152,78,0,False,True,False
0,152,27,0,False,True,False
0,27,152,0,False,True,False
0,95,1,0,False,True,False
0,1,95,0,False,True,False
0,95,33,0,False,True,False
0,33,95,0,False,True,False
0,211,1,0,False,True,False
0,1,211,0,False,True,False
0,177,1,0,False,True,False
0,1,177,0,False,True,False
0,192,157,0,False,True,False
0,157,192,0,False,True,False
0,157,130,0,False,True,False
0,130,157,0,False,True,False
0,157,79,0,False,True,False
0,79,157,0,False,True,False
0,179,157,0,False,True,False
0,157,179,0,False,True,False
0,116,79,0,False,True,False
0,79,116,0,False,True,False
0,181,177,0,False,True,False
0,177,181,0,False,True,False
0,110,93,0,False,True,False
0,93,110,0,False,True,False
0,93,83,0,False,True,False
0,83,93,0,False,True,False
0,93,109,0,False,True,False
0,109,93,0,False,True,False
0,141,193,0,False,True,False
0,193,141,0,False,True,False
0,193,28,0,False,True,False
0,28,193,0,False,True,False
0,192,193,0,False,True,False
0,193,192,0,False,True,False
0,193,79,0,False,True,False
0,79,193,0,False,True,False
0,153,175,0,False,True,False
0,175,153,0,False,True,False
0,29,175,0,False,True,False
0,175,29,0,False,True,False
0,175,194,0,False,True,False
0,194,175,0,False,True,False
0,211,80,0,False,True,False
0,80,211,0,False,True,False
0,211,33,0,False,True,False
0,33,211,0,False,True,False
0,80,83,0,False,True,False
0,83,80,0,False,True,False
0,80,174,0,False,True,False
0,174,80,0,False,True,False
0,0,143,0,False,True,False
0,143,0,0,False,True,False
0,0,122,0,False,True,False
0,122,0,0,False,True,False
0,0,79,0,False,True,False
